1,6,8,10,5,1,0,11,5,5,3,2,39,20,3,3,5,2,12135,1754554459.1222022
19,1,1,3,1,1,12,8,17,13,1,18,2,17,9,1,6,4,12136,1754554459.124288
5,5,12,1,1,1,7,7,6,6,13,2,0,14,7,1,13,7,12135,1754554459.4560194
1,22,28,5,1,2,2,14,12,22,3,20,1,7,1,3,4,7,12136,1754554459.4581132
2,3,14,0,6,12,4,4,5,7,11,5,13,1,17,7,17,13,12135,1754554459.7897177
4,26,5,6,3,3,2,23,3,6,6,2,3,8,4,1,1,4,12136,1754554459.7913272
20,34,3,11,1,1,10,4,2,1,0,1,5,1,8,50,5,7,12135,1754554460.1247835
6,8,16,11,5,2,11,0,11,9,1,1,4,10,18,4,2,15,12136,1754554460.126781
14,27,13,0,7,18,7,3,2,7,6,3,4,4,8,25,12,17,12135,1754554460.4582877
4,25,18,18,1,4,12,2,1,6,6,2,5,1,9,1,0,18,12136,1754554460.4612818
8,13,7,10,5,0,4,12,5,5,2,12,5,1,1,18,2,23,12135,1754554460.7914934
5,35,5,6,2,3,7,1,3,8,5,24,10,6,2,8,1,3,12136,1754554460.7944913
6,12,5,14,4,15,11,10,13,17,8,5,4,8,1,40,3,4,12135,1754554461.126724
1,27,16,2,2,2,4,0,2,12,1,22,11,3,7,6,2,8,12136,1754554461.1287088
13,6,10,12,2,13,2,1,15,23,12,13,0,3,5,32,9,1,12135,1754554461.464135
9,27,12,2,4,3,1,1,13,1,5,4,12,6,15,9,6,37,12136,1754554461.4651444
12,2,3,1,1,8,6,1,3,5,8,0,2,4,8,26,3,15,12135,1754554461.7939405
10,2,5,4,10,6,0,3,2,0,10,13,8,7,12,10,4,44,12136,1754554461.7959347
32,3,38,0,0,9,8,0,3,4,8,8,3,3,3,16,11,8,12135,1754554462.1296847
9,3,32,3,7,7,9,1,7,5,12,5,2,7,10,15,1,2,12136,1754554462.1322176
24,35,35,3,0,23,2,7,0,8,37,6,21,2,4,14,0,4,12135,1754554462.4622943
4,7,20,3,2,1,3,1,2,5,19,4,12,10,3,5,0,22,12136,1754554462.4642904
9,8,8,4,1,14,3,3,5,4,32,7,20,7,4,3,8,1,12135,1754554462.7958062
6,10,17,0,14,4,8,1,19,15,20,2,7,1,1,3,4,16,12136,1754554462.7978072
1,9,2,8,2,6,2,3,5,2,4,0,3,6,6,19,13,1,12135,1754554463.1317978
12,5,1,2,13,3,2,5,20,11,3,2,7,1,8,2,2,7,12136,1754554463.1336968
2,13,7,6,7,11,0,1,5,1,5,2,4,9,1,23,11,16,12135,1754554463.4864333
0,10,21,2,14,14,2,7,2,0,6,21,12,0,2,4,2,14,12136,1754554463.4884317
11,24,6,4,4,11,6,7,10,4,14,34,16,7,5,2,21,10,12135,1754554463.8196447
8,3,23,0,9,20,4,6,13,3,7,21,13,8,2,1,9,5,12136,1754554463.8206522
16,11,2,1,6,11,13,6,12,11,4,5,25,6,17,9,6,25,12135,1754554464.1557312
7,0,25,4,2,2,7,17,16,3,9,2,4,9,6,1,8,10,12136,1754554464.15863
3,4,0,3,14,0,13,20,7,9,1,1,27,10,23,12,8,1,12135,1754554464.4896207
2,2,3,1,4,3,3,17,19,11,13,4,1,0,11,2,17,11,12136,1754554464.4916172
3,15,1,5,22,3,5,25,6,2,11,8,5,3,0,1,2,11,12135,1754554464.8259473
7,5,24,4,3,0,7,19,3,11,6,4,0,0,13,3,15,4,12136,1754554464.8279452
7,39,1,3,13,21,0,6,5,8,2,3,1,5,8,13,4,3,12135,1754554465.1571898
